"","Zone_1","Zone_2","Zone_3","Zone_4","Zone_5","Zone_6","Zone_7","Zone_8","Zone_9","Zone_10"
"xpo4",1.29494152757356e-07,0.22792658914977,1.53532068402821,2.08371132535603,1.82205219251867,1.3731733726385,0.983530778038748,0.695623001972184,0.493762270636657,0.354196767146873
"xpo6",1.54263376090488e-07,0.618286151710706,4.70364836788815,6.70393933282324,6.02846466492179,4.62757299799751,3.35801383135972,2.39830990258017,1.71529396671448,1.23792255393235
"xpo7",7.70147138838867e-06,1.17314968043081,8.77131555489985,12.6654605020322,11.4878467028916,8.86810750078131,6.46037432751063,4.62723938848466,3.31666140921064,2.39772993318298
"xpot",3.80923688936937e-07,0.987752560928962,7.80108082942565,11.249759028223,10.1558539063149,7.80647450009615,5.6671156757549,4.04755955906527,2.89442979700503,2.08845505947288
"xpr1",1.14437034603682e-07,0.779342218967559,6.14541405837715,8.70767541367963,7.75940284697132,5.9093694685375,4.26076225414542,3.02735985589688,2.15608218945285,1.55061948622493
"xrcc1",5.10783807924662e-08,0.270881438653319,2.03832658734209,2.9094494335417,2.62818876367685,2.0265940907118,1.47637465106351,1.05790561287497,0.758708923969879,0.548828570564247
"xrcc4",1.44188979053265e-07,0.423693423934029,2.88292024794416,3.87791203739298,3.36660990011173,2.52406843966364,1.80096359112877,1.27008205253012,0.899479723201545,0.64406397952009
"xrcc5",1.37471900283379e-08,0.221962628973969,2.17068757299562,3.36493956791634,3.14966338221915,2.4742780709664,1.82249254568548,1.31526323450783,0.947926958338426,0.688143969002632
"xrcc6",8.18340431282221e-09,0.180879825933031,1.71572266772694,2.60786972289201,2.41212193140281,1.88016250110861,1.37733792673037,0.99001101795613,0.71131812548018,0.515123668763426
"xrcc6bp1",1.11317842271449e-08,0.224599853753656,2.02404160165603,2.99815352821788,2.73017807209128,2.10599591504507,1.53132297362349,1.0945653347606,0.78303690614737,0.565100121752883
